name,ab_hours,ab_minutes,audiobook_length_(minutes),author,author_gender,completed_record,cost,count_complete,created_time,dashboard_stats_link,fanfic,finished,format,genre,genre_link,goodreads_link,id,lgbt,last_edited,narrator_(old),narrators,poc_author?,page_count,physical_copy_owned,publisher,rating,reread,series,source,spice,status,trope,word_count,ya
A Beautifully Foolish Endeavor,15.0,46.0,946,Hank Green,Male,Yes,$5.94,1,"May 19, 2021 10:54 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 23, 2021",Audiobook,Science Fiction,Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21),https://www.goodreads.com/book/show/49003616-a-beautifully-foolish-endeavor,LIB-52,YES,"October 16, 2025 1:49 PM","Angelo Di Loreto, Gabra Zackman, Hank Green, Hillary Huber, Jesse Vilinsky, Joe Hempel, Kevin R. Free, Kristen Sieh, Nicole Lewis, Oliver Wyman, P.J. Ochlan, Robert Petkoff","Kristen Sieh (https://www.notion.so/Kristen-Sieh-28e8d7a063c980efaa14fb62c3e01d2a?pvs=21), Gabra Zackman (https://www.notion.so/Gabra-Zackman-28e8d7a063c980e09ce2d10fd3bfbc6e?pvs=21), PJ Ochlan (https://www.notion.so/PJ-Ochlan-28e8d7a063c9806da262d65e9d2166ac?pvs=21), Hillary Huber (https://www.notion.so/Hillary-Huber-28e8d7a063c980a8ae9ed50cd204c505?pvs=21), Oliver Wyman (https://www.notion.so/Oliver-Wyman-28e8d7a063c980f88122e69fcc27f4a4?pvs=21), Angelo Di Loreto (https://www.notion.so/Angelo-Di-Loreto-28e8d7a063c9800d9407ebbb83007b59?pvs=21), Robert Petkoff (https://www.notion.so/Robert-Petkoff-28e8d7a063c980f697b4eca10557cc87?pvs=21), Hank Green (https://www.notion.so/Hank-Green-28e8d7a063c9807ba76dc03c1fac2adf?pvs=21), Kevin R. Free (https://www.notion.so/Kevin-R-Free-28e8d7a063c980428c05e6119ccb0f52?pvs=21), Nicole Lewis (https://www.notion.so/Nicole-Lewis-28e8d7a063c980c5b283e5ac0a5b88d0?pvs=21), Jesse Vilinsky (https://www.notion.so/Jesse-Vilinsky-28e8d7a063c980f98985c366761fdc81?pvs=21), Joe Hempel (https://www.notion.so/Joe-Hempel-28e8d7a063c9803a9e99c905f0bee737?pvs=21)",NO,452.0,YES,"Books on Tape, Penguin Audio",7.8,NO,The Carls,Libby,❌,Complete,,139629.0,NO
If I Never Met You,,,0,Mhairi McFarlane,Female,Yes,$15.99,1,"May 20, 2021 1:45 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 23, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/51213487-if-i-never-met-you,LIB-53,NO,"July 17, 2024 8:36 PM",,,NO,432.0,NO,,6.5,NO,,Library Genesis,🌶🌶,Complete,"Coworkers/Workplace, Fake Relationship",105613.0,NO
The Charm Offensive,,,0,Allison Cochrun,Female,Yes,$17.99,1,"May 23, 2021 11:07 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"December 3, 2021",Print,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/56898248-the-charm-offensive?ac=1&from_search=true&qid=mPhxGZc9Ta&rank=2,LIB-54,YES,"July 17, 2024 8:36 PM",,,NO,354.0,NO,,8.6,NO,,Library,🌶🌶,Complete,"Coworkers/Workplace, One Bed, Sick/Hurt & Takes Care of Them",96530.0,NO
The Dating Plan (#2),,,0,Sara Desai,Female,Yes,$16.00,1,"May 28, 2021 1:20 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"August 18, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54326395-the-dating-plan?from_search=true&from_srp=true&qid=yAb8fU43fw&rank=1,LIB-56,NO,"July 17, 2024 8:36 PM",,,YES,352.0,NO,,6.8,NO,The Marriage Game,Library Genesis,🌶🌶,Complete,"Fake Relationship, Second Chance",97912.0,NO
Second First Impressions,10.0,20.0,620,Sally Thorne,Female,Yes,$15.99,1,"May 28, 2021 11:26 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 28, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/45553600-second-first-impressions,LIB-57,NO,"October 16, 2025 1:44 PM",Jennifer Jill Araya,Jennifer Jill Araya (https://www.notion.so/Jennifer-Jill-Araya-28e8d7a063c98009a59eda83686a342a?pvs=21),NO,352.0,NO,HarperAudio,4.0,NO,,Libby,🌶,Complete,Opposites Attract,87670.0,NO
The Roommate (#1),,,0,Rosie Danan,Female,Yes,$18.00,1,"May 28, 2021 11:37 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 14, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/45023611-the-roommate,LIB-58,NO,"July 17, 2024 8:36 PM",,,NO,325.0,NO,,6.9,NO,The Roommate,Library Genesis,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Forced Proximity/Shared Goal, Opposites Attract, Strangers to Lovers, Third Act Breakup",92823.0,NO
The Humans ,,,0,Matt Haig,Male,Yes,$18.99,1,"May 29, 2021 1:04 AM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 29, 2021",Ebook,Science Fiction,Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21),https://www.goodreads.com/book/show/16130537-the-humans?from_search=true&from_srp=true&qid=DrK5QaYaWp&rank=2,LIB-59,NO,"July 17, 2024 8:36 PM",,,NO,285.0,NO,,5.0,NO,,Library Genesis,❌,Complete,,74948.0,NO
The Anthropocene Reviewed,10.0,3.0,603,John Green,Male,Yes,$18.00,1,"May 29, 2021 1:05 AM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 6, 2021",Audiobook,Nonfiction,Nonfiction (https://www.notion.so/Nonfiction-d875d3d5f297417d846bc24ce701899d?pvs=21),https://www.goodreads.com/book/show/55145261-the-anthropocene-reviewed?ac=1&from_search=true&qid=EZDcOE1EQM&rank=2,LIB-60,NO,"October 16, 2025 1:44 PM",John Green,John Green (https://www.notion.so/John-Green-28e8d7a063c98004a1f0fce2f0fefb1e?pvs=21),NO,304.0,NO,"Books on Tape, Penguin Audio",9.5,NO,,Libby,❌,Complete,,81027.0,NO
Six of Crows,,,0,Leigh Bardugo,Female,Yes,$11.99,1,"May 29, 2021 1:06 AM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 26, 2021",Ebook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/23437156-six-of-crows,LIB-61,NO,"July 17, 2024 8:36 PM",,,NO,465.0,NO,,7.5,NO,Grishaverse,Library Genesis,❌,Complete,Enemies/Rivals to Lovers,156097.0,YES
All The Young Dudes (Volume I),,,0,MsKingBean89,Female,Yes,$0.00,1,"May 29, 2021 2:38 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"December 27, 2021",Ebook,Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/56925511-all-the-young-dudes---volume-one?ac=1&from_search=true&qid=nHdQpBUXx1&rank=2,LIB-62,YES,"July 17, 2024 8:36 PM",,,NO,411.0,NO,,7.8,NO,ATYD,Library Genesis,❌,Complete,,167737.0,YES
The Deal (#1),,,0,Elle Kennedy,Female,Yes,$16.99,1,"May 29, 2021 7:30 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 29, 2021",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/24920901-the-deal?ac=1&from_search=true&qid=VCu5MFVOQX&rank=1,LIB-67,NO,"July 17, 2024 8:36 PM",,,NO,342.0,NO,,7.1,NO,Off-Campus,Library Genesis,🌶🌶,Complete,"Academia/School, Fake Relationship, Opposites Attract, Third Act Breakup",110835.0,NO
The Mistake (#2),,,0,Elle Kennedy,Female,Yes,$16.99,1,"May 30, 2021 11:55 AM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"May 30, 2021",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/25564665-the-mistake,LIB-68,NO,"July 17, 2024 8:36 PM",,,NO,296.0,NO,,6.0,NO,Off-Campus,Library Genesis,🌶🌶🌶,Complete,"Academia/School, Opposites Attract, Strangers to Lovers",92541.0,NO
The Heart Principle,9.0,30.0,570,Helen Hoang,Female,Yes,$16.00,1,"May 30, 2021 1:18 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"September 11, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/50056075-the-heart-principle,LIB-70,NO,"October 16, 2025 10:23 AM","Brian Nishii, Natalie Naudus","Brian Nishii (https://www.notion.so/Brian-Nishii-28e8d7a063c98014ac0bf0742b9005e6?pvs=21), Natalie Naudus (https://www.notion.so/Natalie-Naudus-28e8d7a063c98068a1b6cd2361020f99?pvs=21)",YES,320.0,NO,Dreamscape Media,4.9,NO,,Libby,🌶🌶,Complete,Misunderstanding,89395.0,NO
The Once and Future Witches,,,0,Alix E. Harrow,,,$19.99,0,"May 30, 2021 5:32 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"December 17, 2021",Print,Fantasy,,https://www.goodreads.com/book/show/49504061,LIB-74,,"July 17, 2024 8:36 PM",,,,,NO,,,,,Library,,DNF,,,
The Just City,,,0,Jo Walton,,,$18.99,0,"June 1, 2021 7:34 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,,Print,Historical Fiction,,https://www.goodreads.com/book/show/22055276-the-just-city?ac=1&from_search=true&qid=YWUKQ4LC83&rank=1,LIB-75,,"August 10, 2024 2:14 PM",,,,368.0,YES,,,,,Physical Book,,DNF,,,
One Last Stop,,,0,Casey McQuiston,Female,Yes,$16.99,1,"June 4, 2021 1:25 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 12, 2021",Print,Contemporary Romance,"Science Fiction (https://www.notion.so/Science-Fiction-a1b4c800b6d5438e999b8c1d3c577f22?pvs=21), Magical Realism (https://www.notion.so/Magical-Realism-2318d7a063c980e98f20eb1e97bf4df7?pvs=21)",https://www.goodreads.com/book/show/54860443-one-last-stop?ac=1&from_search=true&qid=bXdLF3gPS2&rank=1,LIB-76,YES,"July 15, 2025 12:24 PM",,,NO,417.0,YES,,7.2,NO,,Physical Book,🌶🌶,Complete,"Forbidden Love, Love at first sight",114229.0,NO
Birthday Girl,,,0,Penelope Douglas,Female,Yes,$17.00,1,"June 6, 2021 8:40 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 6, 2021",Ebook,PWP,PWP (https://www.notion.so/PWP-3c0267439535497d86e9f37a9eabd2e9?pvs=21),https://www.goodreads.com/book/show/39555142-birthday-girl?ac=1&from_search=true&qid=v97uKzYvvX&rank=1,LIB-77,NO,"July 17, 2024 8:36 PM",,,NO,349.0,NO,,4.5,NO,,Library Genesis,🌶🌶🌶🌶🌶,Complete,"Forbidden Love, Love at first sight, Power Dynamic, Third Act Breakup",130603.0,NO
The Intimacy Experiment (#2),,,0,Rosie Danan,Female,Yes,$17.00,1,"June 6, 2021 9:11 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 14, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54614561-the-intimacy-experiment,LIB-78,NO,"July 17, 2024 8:36 PM",,,NO,336.0,NO,,6.6,NO,The Roommate,Library Genesis,🌶🌶🌶🌶,Complete,"Opposites Attract, Strangers to Lovers",91919.0,NO
Malibu Rising,11.0,5.0,665,Taylor Jenkins Reid,Female,Yes,$18.00,1,"June 6, 2021 9:13 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 7, 2021",Audiobook,Lit Fiction,Fiction (https://www.notion.so/Fiction-0a764563bc2f4fc3a2f85e84430360a9?pvs=21),https://www.goodreads.com/book/show/55404546-malibu-rising?ac=1&from_search=true&qid=QXEc8djP13&rank=1,LIB-79,NO,"October 16, 2025 1:46 PM",Julia Knippen,Julia Knippen (https://www.notion.so/Julia-Knippen-28e8d7a063c9806485b2d6aa60bfc40c?pvs=21),NO,384.0,NO,"Books on Tape, Random House Audio",8.9,NO,,Libby,❌,Complete,,105256.0,NO
Honey Girl,,,0,Morgan Rogers,,,$16.99,0,"June 13, 2021 10:29 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"June 27, 2021",Audiobook,Contemporary Romance,,https://www.goodreads.com/book/show/49362138-honey-girl?from_search=true&from_srp=true&qid=hIuVXfAk5C&rank=1,LIB-80,,"July 17, 2024 8:35 PM",,,,241.0,NO,,,,,Libby,,DNF,,,
A Rogue of One's Own,16.0,2.0,962,Evie Dunmore,Female,Yes,$18.00,1,"June 17, 2021 6:09 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"July 6, 2021",Audiobook,Historical Romance,Historical Romance (https://www.notion.so/Historical-Romance-d352b36d2b9e47ab9b242bdfcca440a8?pvs=21),https://www.goodreads.com/book/show/49202118-a-rogue-of-one-s-own?ac=1&from_search=true&qid=ks7HNmIT1i&rank=1,LIB-82,NO,"October 16, 2025 10:55 AM",Elizabeth Jasicki,Elizabeth Jasicki (https://www.notion.so/Elizabeth-Jasicki-28e8d7a063c98046826cd13d0d4af02b?pvs=21),NO,448.0,NO,"Books on Tape, Penguin Audio",5.9,NO,League of Extraordinary Women,Libby,🌶🌶🌶,Complete,Forbidden Love,124437.0,NO
The Hating Game,,,0,Sally Thorne,Female,Yes,$15.99,1,"June 20, 2021 5:26 PM","Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"June 20, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/25883848-the-hating-game?ac=1&from_search=true&qid=k8nrUoBQjA&rank=2,LIB-84,NO,"July 17, 2024 8:36 PM",,,NO,387.0,NO,,8.7,YES,,Library Genesis,🌶🌶,Complete,"Author/Writer, Coworkers/Workplace, Enemies/Rivals to Lovers, Forced Proximity/Shared Goal, One Bed, Sick/Hurt & Takes Care of Them",105988.0,NO
You Had Me at Hola,10.0,27.0,627,Alexis Daria,Female,Yes,$15.99,1,"June 20, 2021 5:47 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"July 3, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/52886627-you-had-me-at-hola?from_search=true&from_srp=true&qid=rz4CFUhTgm&rank=1,LIB-85,NO,"October 16, 2025 2:01 PM",Seraphine Valentine,Seraphine Valentine (https://www.notion.so/Seraphine-Valentine-28e8d7a063c9801bb17cc84c032f4ab1?pvs=21),YES,384.0,NO,HarperAudio,7.9,NO,,Libby,🌶🌶🌶🌶,Complete,Coworkers/Workplace,86209.0,NO
Dial A for Aunties,,,0,Jesse Q Sutano,,,$18.00,0,"June 20, 2021 5:48 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"June 27, 2021",Audiobook,,,https://www.goodreads.com/book/show/53310061-dial-a-for-aunties?ac=1&from_search=true&qid=oWO4ckpPtO&rank=1,LIB-86,,"July 17, 2024 8:35 PM",,,,320.0,NO,,,,,Libby,,DNF,,,
The Soulmate Equation (#1),,,0,Christina Lauren,Female,Yes,$16.99,1,"June 20, 2021 5:51 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"July 9, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/55692620-the-soulmate-equation?ac=1&from_search=true&qid=jv0YuUrpK4&rank=1,LIB-87,NO,"July 17, 2024 8:36 PM",,,NO,368.0,NO,,7.5,NO,,Library Genesis,🌶🌶🌶,Complete,Opposites Attract,88970.0,NO
From Lukov with Love,,,0,Mariana Zapata,Female,Yes,$19.99,1,"June 20, 2021 6:58 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 21, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/37683751-from-lukov-with-love?ac=1&from_search=true&qid=z51der7mKG&rank=1,LIB-88,NO,"July 17, 2024 8:36 PM",,,NO,493.0,NO,,8.4,NO,,Library Genesis,🌶🌶,Complete,"Enemies/Rivals to Lovers, Sick/Hurt & Takes Care of Them, Sports Romance",152224.0,NO
Twice Shy,8.0,57.0,537,Sarah Hogle,Female,Yes,$16.00,1,"June 26, 2021 10:29 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 28, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54660653-twice-shy?ac=1&from_search=true&qid=tRko3S9a5U&rank=2,LIB-89,NO,"October 16, 2025 10:54 AM",Dorothy Dillingham Blue,Dorothy Dillingham Blue (https://www.notion.so/Dorothy-Dillingham-Blue-28e8d7a063c980c686def5b8674b9145?pvs=21),NO,302.0,NO,"Books on Tape, Penguin Audio",5.8,NO,,Libby,🌶🌶,Complete,Opposites Attract,84158.0,NO
By a Thread,,,0,Lucy Score,Female,Yes,$18.99,1,"June 26, 2021 10:31 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"July 18, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/48677178-by-a-thread,LIB-90,NO,"July 17, 2024 8:36 PM",,,NO,582.0,NO,,7.5,NO,,Library Genesis,🌶🌶🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Power Dynamic, Rich Boyfriend, Third Act Breakup",135889.0,NO
Spanish Love Deception,,,0,Elena Armas,Female,Yes,$17.99,1,"June 27, 2021 4:03 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"June 28, 2021",Ebook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54189398-the-spanish-love-deception,LIB-91,NO,"July 17, 2024 8:36 PM",,,NO,487.0,NO,,8.2,NO,,Library Genesis,🌶🌶🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Fake Relationship, One Bed, Sick/Hurt & Takes Care of Them, Third Act Breakup",146365.0,NO
Harry Potter and the Sorcerer's Stone,8.0,18.0,498,J* R******,Female,Yes,$10.99,1,"June 29, 2021 6:30 PM","Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"June 30, 2021","Audiobook, Print",Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone?ac=1&from_search=true&qid=v8oSNp0tSz&rank=3,LIB-94,NO,"October 16, 2025 1:44 PM",Jim Dale,Jim Dale (https://www.notion.so/Jim-Dale-28e8d7a063c980048e50f2e4651c1acf?pvs=21),NO,309.0,NO,Pottermore Publishing,8.0,YES,Harry Potter,"Father/Piracy, Physical Book",❌,Complete,,76944.0,YES
Harry Potter and the Chamber of Secrets,9.0,3.0,543,J* R******,Female,Yes,$10.99,1,"July 1, 2021 12:59 PM","Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21), Rereads (https://www.notion.so/Rereads-4ce64269181543abb2a1d2bf1369527d?pvs=21)",NO,"July 2, 2021","Audiobook, Print",Fantasy,Fantasy (https://www.notion.so/Fantasy-e989fb4da8814fdc952cb296717bae91?pvs=21),https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets?ac=1&from_search=true&qid=JLIMWy86Io&rank=1,LIB-95,NO,"October 16, 2025 1:44 PM",Jim Dale,Jim Dale (https://www.notion.so/Jim-Dale-28e8d7a063c980048e50f2e4651c1acf?pvs=21),NO,341.0,NO,Pottermore Publishing,6.7,YES,Harry Potter,Father/Piracy,❌,Complete,,93187.0,YES
The Maidens,,,0,Alex Michaelides,,,$17.99,0,"July 1, 2021 3:40 PM",DNF (https://www.notion.so/DNF-27e859d35ceb47ac9c08b31d22496b07?pvs=21),,"July 17, 2021",Ebook,Thriller,,https://www.goodreads.com/book/show/45300567-the-maidens?from_search=true&from_srp=true&qid=fLkigHs8Qy&rank=1,LIB-96,,"July 17, 2024 8:36 PM",,,,352.0,NO,,,,,Library Genesis,,DNF,,,
The Love Hypothesis (#1),11.0,8.0,668,Ali Hazelwood,Female,Yes,$16.00,1,"July 1, 2021 6:21 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"September 18, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/56732449-the-love-hypothesis,LIB-97,NO,"October 16, 2025 10:25 AM","Callie Dalton, Teddy Hamilton/Andrew Eiden","Teddy Hamilton / Andrew Eiden (https://www.notion.so/Teddy-Hamilton-Andrew-Eiden-28e8d7a063c9809faa32d9e9d549ac23?pvs=21), Callie Dalton (https://www.notion.so/Callie-Dalton-28e8d7a063c9808ebfa3d625015ef002?pvs=21)",NO,384.0,NO,"Books on Tape, Penguin Audio",8.6,NO,The Love Hypothesis,Libby,🌶🌶🌶,Complete,"Academia/School, Coworkers/Workplace, Fake Relationship, Grumpy/Sunshine, Third Act Breakup",102278.0,NO
Shipped,8.0,42.0,522,Angie Hockman,Female,Yes,$16.99,1,"July 1, 2021 6:26 PM",Completed 2021 (https://www.notion.so/Completed-2021-e7513a2ee4e249c790ce9654ec0dd222?pvs=21),NO,"August 29, 2021",Audiobook,Contemporary Romance,Contemporary Romance (https://www.notion.so/Contemporary-Romance-7f0e5b1615234bda8db1182075e2eae3?pvs=21),https://www.goodreads.com/book/show/54304013-shipped?ac=1&from_search=true&qid=azGLVmgMlD&rank=1,LIB-100,NO,"October 16, 2025 1:42 PM","Angie Hockman, Inés del Castillo","Inés del Castillo (https://www.notion.so/In-s-del-Castillo-28e8d7a063c980ed9bebe57ec2fb0b96?pvs=21), Angie Hockman (https://www.notion.so/Angie-Hockman-28e8d7a063c98085adccc3eaba47b6a6?pvs=21)",NO,336.0,NO,Simon & Schuster Audio,7.1,NO,,Libby,🌶,Complete,"Coworkers/Workplace, Enemies/Rivals to Lovers, Forced Proximity/Shared Goal",86331.0,NO
